product_id,sku,product_name,category,brand,unit_price,cost_price,tax_rate,supplier_name,is_active,created_date
P00405,HOM-SWI-00405,SwiftRun Air Fryer,Home & Kitchen,SwiftRun,8401.89,6380.6,5,Metro Wholesale,Y,2025-03-25
P00406,SPO-GRE-00406,GreenLeaf Football,Sports,GreenLeaf,931.19,551.61,18,Global Distributors,Y,2024-01-05
P00407,FAS-FRE-00407,FreshNest Leather Wallet,Fashion,FreshNest,991.18,753.22,5,Metro Wholesale,Y,2023-03-09
P00408,SPO-BLU-00408,BluePeak Cricket Bat,Sports,BluePeak,2971.35,1802.34,12,Bharat Supply Co,Y,2020-03-26
P00409,SPO-BLU-00409,BluePeak Yoga Mat,Sports,BluePeak,978.33,606.73,18,Metro Wholesale,N,2020-09-24
P00410,HOM-FRE-00410,FreshNest Bedsheet Cotton,Home & Kitchen,FreshNest,1389.08,884.82,28,Metro Wholesale,Y,2022-02-13
P00411,HOM-FRE-00411,FreshNest Water Bottle Steel,Home & Kitchen,FreshNest,521.91,382.56,28,Metro Wholesale,Y,2025-04-11
P00412,HOM-GRE-00412,GreenLeaf Dinner Set,Home & Kitchen,GreenLeaf,2875.16,2007.92,28,Pacific Imports,N,2022-01-03
P00413,SPO-SWI-00413,SwiftRun Badminton Racket,Sports,SwiftRun,1558.22,1065.31,5,Metro Wholesale,Y,2022-04-11
P00414,HOM-GRE-00414,GreenLeaf Water Bottle Steel,Home & Kitchen,GreenLeaf,722.08,492.04,18,Bharat Supply Co,Y,2021-07-04
P00415,BOO-FRE-00415,FreshNest SQL Interview Guide,Books,FreshNest,757.43,497.64,28,Northstar Traders,N,2024-11-06
P00416,FAS-GRE-00416,GreenLeaf Running Shoes,Fashion,GreenLeaf,2578.8,1680.32,5,Bharat Supply Co,Y,2023-04-21
P00417,SPO-TEC-00417,TechPro Yoga Mat,Sports,TechPro,975.29,558.48,5,Pacific Imports,Y,2023-09-29
P00418,FAS-TEC-00418,TechPro Sports T-shirt,Fashion,TechPro,647.45,446.05,18,Global Distributors,Y,2023-02-28
P00419,GRO-PRI-00419,PrimeWorks Almonds 500g,Grocery,PrimeWorks,748.38,413.66,12,Northstar Traders,Y,2022-07-18
P00420,HOM-PRI-00420,PrimeWorks Dinner Set,Home & Kitchen,PrimeWorks,2909.81,2107.44,28,Bharat Supply Co,Y,2023-07-06
P00421,SPO-FRE-00421,FreshNest Badminton Racket,Sports,FreshNest,-1537.18,1147.01,12,Pacific Imports,Y,2023-06-05
P00422,BEA-BLU-00422,BluePeak Sunscreen SPF50,Beauty,BluePeak,563.18,364.89,18,Bharat Supply Co,Y,2020-05-11
P00423,FAS-PRI-00423,PrimeWorks Backpack 30L,Fashion,PrimeWorks,1943.59,1325.51,28,Metro Wholesale,N,2020-09-17
P00424,ELE-PRI-00424,PrimeWorks Webcam HD,Electronics,PrimeWorks,2715.27,1892.46,12,Global Distributors,Y,2020-05-11
P00425,ELE-FRE-00425,FreshNest USB-C Hub,Electronics,FreshNest,1666.94,1286.03,12,Bharat Supply Co,Y,2025-02-05
P00426,HOM-GRE-00426,GreenLeaf Water Bottle Steel,Home & Kitchen,GreenLeaf,602.86,468.79,28,Northstar Traders,Y,2024-05-12
P00427,HOM-FRE-00427,FreshNest Bedsheet Cotton,Home & Kitchen,FreshNest,1459.88,1077.56,12,Pacific Imports,Y,2022-04-11
P00428,FAS-APE-00428,Apex Women Kurti,Fashion,Apex,1494.47,975.17,12,Pacific Imports,Y,2025-07-03
P00429,SPO-TEC-00429,TechPro Yoga Mat,Sports,TechPro,885.71,674.33,18,Northstar Traders,Y,2024-08-27
P00430,SPO-SWI-00430,SwiftRun Badminton Racket,Sports,SwiftRun,1504.8,1055.75,5,Northstar Traders,Y,2022-09-08
P00431,SPO-TEC-00431,TechPro Dumbbell Set,Sports,TechPro,3348.87,1893.29,12,Northstar Traders,N,2021-05-11
P00432,ELE-GRE-00432,GreenLeaf Webcam HD,Electronics,GreenLeaf,2265.79,1377.91,28,Global Distributors,Y,2025-03-06
P00433,BEA-GRE-00433,GreenLeaf Moisturizer,Beauty,GreenLeaf,431.69,262.31,12,Bharat Supply Co,N,2025-06-08
P00434,SPO-SWI-00434,SwiftRun Cricket Bat,Sports,SwiftRun,2264.35,1672.67,12,Global Distributors,Y,2021-12-26
P00435,GRO-NOV-00435,Nova Olive Oil 1L,Grocery,Nova,1117.44,617.47,28,Bharat Supply Co,Y,2022-06-06
P00436,BOO-SWI-00436,SwiftRun Python for Analytics,Books,SwiftRun,-1014.7,753.31,5,Northstar Traders,Y,2024-12-23
P00437,BEA-FRE-00437,FreshNest Hair Serum,Beauty,FreshNest,487.39,310.06,5,Global Distributors,N,2020-04-24
P00438,HOM-NOV-00438,Nova LED Desk Lamp,Home & Kitchen,Nova,937.29,705.71,12,Metro Wholesale,Y,2024-08-29
P00439,FAS-FRE-00439,FreshNest Backpack 30L,Fashion,FreshNest,1758.69,1345.21,28,Global Distributors,Y,2022-05-25
P00440,ELE-BLU-00440,BluePeak Power Bank 20000mAh,Electronics,BluePeak,1708.73,1023.42,18,Pacific Imports,Y,2020-06-28
P00441,FAS-SWI-00441,SwiftRun Backpack 30L,Fashion,SwiftRun,1987.94,1139.92,12,Bharat Supply Co,Y,2023-08-21
P00442,SPO-BLU-00442,BluePeak Cricket Bat,Sports,BluePeak,2299.41,1667.52,28,Global Distributors,Y,2020-03-13
P00443,GRO-FRE-00443,FreshNest Breakfast Cereal,Grocery,FreshNest,,298.71,5,Pacific Imports,Y,2023-06-19
P00444,HOM-NOV-00444,Nova Dinner Set,Home & Kitchen,Nova,2184.05,1389.36,12,Northstar Traders,Y,2020-06-04
P00445,GRO-BLU-00445,BluePeak Organic Honey,Grocery,BluePeak,450.95,280.96,5,Pacific Imports,N,2023-03-27
P00446,SPO-BLU-00446,BluePeak Football,Sports,BluePeak,945.95,637.61,12,Metro Wholesale,N,2025-11-05
P00447,ELE-SWI-00447,SwiftRun Bluetooth Headphones,Electronics,SwiftRun,2194.11,1303.89,12,Metro Wholesale,Y,2021-01-10
P00448,BEA-FRE-00448,FreshNest Moisturizer,Beauty,FreshNest,525.43,340.5,12,Metro Wholesale,Y,2024-10-02
P00449,FAS-SWI-00449,SwiftRun Backpack 30L,Fashion,SwiftRun,1978.11,1179.59,28,Global Distributors,Y,2024-06-19
P00450,GRO-PRI-00450,PrimeWorks Breakfast Cereal,Grocery,PrimeWorks,456.44,330.86,28,Global Distributors,N,2024-10-16
P00451,FAS-HOM-00451,HomeEase Backpack 30L,Fashion,HomeEase,1456.88,1044.77,28,Bharat Supply Co,N,2023-03-06
P00452,ELE-URB-00452,UrbanCart Webcam HD,Electronics,UrbanCart,2497.94,1486.31,5,Global Distributors,Y,2025-07-05
P00453,GRO-BLU-00453,BluePeak Organic Honey,Grocery,BluePeak,500.8,310.89,5,Northstar Traders,Y,2021-05-24
P00454,HOM-GRE-00454,GreenLeaf Bedsheet Cotton,Home & Kitchen,GreenLeaf,1848.03,1344.24,18,Pacific Imports,N,2024-02-17
P00455,GRO-FRE-00455,FreshNest Organic Honey,Grocery,FreshNest,472.52,263.64,5,Metro Wholesale,Y,2025-02-08
P00456,HOM-PRI-00456,PrimeWorks Dinner Set,Home & Kitchen,PrimeWorks,,2286.82,5,Northstar Traders,N,2020-11-25
P00457,GRO-GRE-00457,GreenLeaf Olive Oil 1L,Grocery,GreenLeaf,950.2,588.66,28,Pacific Imports,Y,2024-08-12
P00458,BEA-NOV-00458,Nova Face Wash,Beauty,Nova,-330.24,240.63,12,Bharat Supply Co,Y,2024-06-18
P00459,HOM-SWI-00459,SwiftRun Bedsheet Cotton,Home & Kitchen,SwiftRun,1275.1,721.79,28,Bharat Supply Co,N,2021-11-29
P00460,HOM-SWI-00460,SwiftRun Mixer Grinder,Home & Kitchen,SwiftRun,3228.86,2480.25,12,Metro Wholesale,Y,2020-08-29
P00461,HOM-GRE-00461,GreenLeaf Water Bottle Steel,Home & Kitchen,GreenLeaf,614.75,467.2,12,Global Distributors,Y,2020-12-17
P00462,FAS-PRI-00462,PrimeWorks Men Cotton Shirt,Fashion,PrimeWorks,942.97,623.86,5,Global Distributors,Y,2020-01-30
P00463,ELE-FRE-00463,FreshNest Bluetooth Headphones,Electronics,FreshNest,2646.28,1459.87,18,Northstar Traders,N,2023-10-12
P00464,SPO-BLU-00464,BluePeak Football,Sports,BluePeak,1175.56,900.98,28,Pacific Imports,Y,2023-12-29
P00465,ELE-GRE-00465,GreenLeaf Smart Watch,Electronics,GreenLeaf,5699.3,4298.6,5,Pacific Imports,Y,2022-10-15
P00466,SPO-HOM-00466,HomeEase Badminton Racket,Sports,HomeEase,1521.86,902.81,18,Global Distributors,Y,2020-07-06
P00467,SPO-FRE-00467,FreshNest Badminton Racket,Sports,FreshNest,1637.97,1051.64,5,Bharat Supply Co,N,2025-05-04
P00468,ELE-TEC-00468,TechPro Power Bank 20000mAh,Electronics,TechPro,2184.65,1559.29,5,Metro Wholesale,N,2020-12-22
P00469,BOO-URB-00469,UrbanCart Cloud Architecture Basics,Books,UrbanCart,1328.21,1022.27,12,Metro Wholesale,Y,2021-11-29
P00470,ELE-GRE-00470,GreenLeaf Bluetooth Headphones,Electronics,GreenLeaf,3117.11,1735.36,18,Northstar Traders,Y,2022-06-21
P00471,SPO-URB-00471,UrbanCart Yoga Mat,Sports,UrbanCart,974.06,677.67,18,Metro Wholesale,Y,2023-11-06
P00472,SPO-HOM-00472,HomeEase Badminton Racket,Sports,HomeEase,1853.51,1205.71,18,Global Distributors,Y,2020-12-25
P00473,BOO-NOV-00473,Nova Python for Analytics,Books,Nova,970.14,562.01,28,Pacific Imports,Y,2023-06-27
P00474,BEA-GRE-00474,GreenLeaf Hair Serum,Beauty,GreenLeaf,390.17,247.35,12,Pacific Imports,Y,2021-03-12
P00475,GRO-URB-00475,UrbanCart Green Tea Pack,Grocery,UrbanCart,410.58,253.85,28,Metro Wholesale,Y,2021-08-20
P00476,BEA-PRI-00476,PrimeWorks Face Wash,Beauty,PrimeWorks,292.44,194.63,18,Pacific Imports,N,2022-06-02
P00477,GRO-BLU-00477,BluePeak Basmati Rice 5kg,Grocery,BluePeak,727.95,520.38,12,Global Distributors,Y,2025-06-19
P00478,BEA-APE-00478,Apex Moisturizer,Beauty,Apex,533.52,334.84,18,Northstar Traders,N,2020-10-21
P00479,SPO-HOM-00479,HomeEase Cricket Bat,Sports,HomeEase,2517.76,1460.57,5,Bharat Supply Co,N,2021-11-01
P00480,GRO-URB-00480,UrbanCart Green Tea Pack,Grocery,UrbanCart,325.93,239.56,5,Bharat Supply Co,Y,2021-08-27
P00481,SPO-APE-00481,Apex Cricket Bat,Sports,Apex,2220.16,1718.53,5,Global Distributors,Y,2024-11-11
P00482,GRO-APE-00482,Apex Olive Oil 1L,Grocery,Apex,896.62,574.94,12,Northstar Traders,Y,2025-03-14
P00483,FAS-SWI-00483,SwiftRun Sports T-shirt,Fashion,SwiftRun,696.85,402.5,28,Pacific Imports,Y,2020-04-04
P00484,GRO-NOV-00484,Nova Green Tea Pack,Grocery,Nova,407.54,241.12,28,Bharat Supply Co,Y,2021-02-11
P00485,BEA-URB-00485,UrbanCart Perfume 100ml,Beauty,UrbanCart,1314.76,935.02,28,Global Distributors,Y,2022-04-29
P00486,HOM-PRI-00486,PrimeWorks Bedsheet Cotton,Home & Kitchen,PrimeWorks,1691.0,932.12,18,Global Distributors,Y,2021-06-11
P00487,ELE-APE-00487,Apex Mechanical Keyboard,Electronics,Apex,3092.57,1789.62,12,Northstar Traders,Y,2022-10-14
P00488,BOO-HOM-00488,HomeEase SQL Interview Guide,Books,HomeEase,718.55,490.57,18,Pacific Imports,Y,2021-02-09
P00489,ELE-URB-00489,UrbanCart Laptop Stand,Electronics,UrbanCart,1259.88,934.21,12,Pacific Imports,Y,2023-02-10
P00490,ELE-TEC-00490,TechPro Mechanical Keyboard,Electronics,TechPro,3508.49,2658.88,5,Bharat Supply Co,N,2021-08-09
P00491,SPO-FRE-00491,FreshNest Football,Sports,FreshNest,1134.64,771.14,12,Northstar Traders,Y,2023-07-19
P00492,ELE-NOV-00492,Nova Laptop Stand,Electronics,Nova,1244.51,836.61,28,Global Distributors,Y,2020-12-30
P00493,FAS-FRE-00493,FreshNest Women Kurti,Fashion,FreshNest,1150.39,658.63,12,Northstar Traders,Y,2021-05-20
P00494,FAS-SWI-00494,SwiftRun Backpack 30L,Fashion,SwiftRun,1420.26,895.11,18,Pacific Imports,Y,2021-02-09
P00495,BEA-URB-00495,UrbanCart Hair Serum,,UrbanCart,394.24,284.05,28,Northstar Traders,Y,2022-11-27
P00496,HOM-URB-00496,UrbanCart LED Desk Lamp,Home & Kitchen,UrbanCart,906.16,616.68,18,Metro Wholesale,N,2025-02-18
P00497,BEA-HOM-00497,HomeEase Hair Serum,Beauty,HomeEase,384.93,296.05,12,Bharat Supply Co,Y,2023-06-05
P00498,ELE-NOV-00498,Nova Bluetooth Headphones,Electronics,Nova,2853.81,2189.78,5,Global Distributors,Y,2025-07-11
P00499,GRO-HOM-00499,HomeEase Organic Honey,Grocery,HomeEase,610.27,354.8,5,Northstar Traders,Y,2022-02-17
P00500,SPO-HOM-00500,HomeEase Badminton Racket,Sports,HomeEase,1723.65,1044.83,5,Pacific Imports,N,2021-11-21
P00501,BOO-URB-00501,UrbanCart Python for Analytics,Books,UrbanCart,791.16,587.88,5,Northstar Traders,N,2024-04-01
P00502,FAS-FRE-00502,FreshNest Sports T-shirt,Fashion,FreshNest,-826.7,616.45,18,Bharat Supply Co,N,2023-04-17
P00503,SPO-GRE-00503,GreenLeaf Dumbbell Set,Sports,GreenLeaf,2810.02,1742.52,5,Northstar Traders,N,2020-08-23
P00504,FAS-BLU-00504,BluePeak Running Shoes,Fashion,BluePeak,2677.7,1688.12,28,Bharat Supply Co,Y,2021-02-19
P00505,BOO-URB-00505,UrbanCart Business Strategy Casebook,Books,UrbanCart,,615.93,18,Metro Wholesale,N,2024-06-07
P00506,HOM-TEC-00506,TechPro Dinner Set,,TechPro,2232.8,1453.27,12,Metro Wholesale,Y,2024-11-12
P00507,SPO-NOV-00507,Nova Cricket Bat,Sports,Nova,2313.64,1293.92,18,Global Distributors,Y,2022-03-26
P00508,FAS-GRE-00508,GreenLeaf Men Cotton Shirt,Fashion,GreenLeaf,1044.58,693.58,12,Bharat Supply Co,N,2025-08-17
P00509,BEA-URB-00509,UrbanCart Hair Serum,Beauty,UrbanCart,356.66,205.01,12,Bharat Supply Co,Y,2022-08-26
P00510,GRO-APE-00510,Apex Breakfast Cereal,Grocery,Apex,408.47,251.85,28,Metro Wholesale,Y,2025-09-25
P00511,ELE-FRE-00511,FreshNest Mechanical Keyboard,Electronics,FreshNest,3906.75,2534.33,5,Pacific Imports,Y,2022-02-11
P00512,SPO-FRE-00512,FreshNest Cricket Bat,Sports,FreshNest,2244.56,1441.67,12,Metro Wholesale,N,2020-03-13
P00513,ELE-GRE-00513,GreenLeaf Power Bank 20000mAh,Electronics,GreenLeaf,2118.92,1506.63,12,Bharat Supply Co,N,2025-05-16
P00514,ELE-NOV-00514,Nova Mechanical Keyboard,Electronics,Nova,-3350.99,2059.28,28,Metro Wholesale,Y,2020-07-13
P00515,SPO-FRE-00515,FreshNest Football,Sports,FreshNest,963.16,591.8,28,Metro Wholesale,Y,2025-07-05
P00516,ELE-HOM-00516,HomeEase Wireless Mouse,Electronics,HomeEase,925.39,536.7,18,Pacific Imports,Y,2022-09-02
P00517,GRO-NOV-00517,Nova Basmati Rice 5kg,Grocery,Nova,720.85,519.59,12,Metro Wholesale,N,2021-02-08
P00518,FAS-SWI-00518,SwiftRun Running Shoes,Fashion,SwiftRun,3736.33,2228.57,5,Metro Wholesale,Y,2024-09-08
P00519,BEA-BLU-00519,BluePeak Perfume 100ml,Beauty,BluePeak,1569.15,1024.89,28,Global Distributors,N,2024-09-12
P00520,BEA-URB-00520,UrbanCart Face Wash,Beauty,UrbanCart,325.81,231.4,5,Pacific Imports,Y,2022-02-18
P00521,SPO-HOM-00521,HomeEase Dumbbell Set,Sports,HomeEase,3714.61,2184.45,28,Pacific Imports,N,2024-06-29
P00522,ELE-PRI-00522,PrimeWorks USB-C Hub,Electronics,PrimeWorks,1779.6,1263.95,28,Pacific Imports,Y,2023-05-27
P00523,FAS-NOV-00523,Nova Backpack 30L,Fashion,Nova,1468.59,823.13,5,Metro Wholesale,Y,2021-06-28
P00524,SPO-FRE-00524,FreshNest Cricket Bat,Sports,FreshNest,2658.53,1463.05,18,Bharat Supply Co,Y,2022-12-17
P00525,BOO-BLU-00525,BluePeak SQL Interview Guide,Books,BluePeak,,603.5,18,Metro Wholesale,Y,2021-12-24
P00526,SPO-NOV-00526,Nova Dumbbell Set,Sports,Nova,3415.98,2419.42,18,Pacific Imports,Y,2024-12-16
P00527,BOO-URB-00527,UrbanCart Cloud Architecture Basics,Books,UrbanCart,1130.24,811.35,12,Northstar Traders,Y,2025-07-24
P00528,BEA-FRE-00528,FreshNest Moisturizer,Beauty,FreshNest,537.85,412.52,18,Global Distributors,Y,2021-10-29
P00529,SPO-FRE-00529,FreshNest Dumbbell Set,Sports,FreshNest,2632.47,1491.48,28,Global Distributors,Y,2020-02-18
P00530,ELE-APE-00530,Apex Bluetooth Headphones,Electronics,Apex,2887.29,2016.0,12,Global Distributors,Y,2021-08-07
P00531,BEA-NOV-00531,Nova Face Wash,Beauty,Nova,319.02,235.5,5,Metro Wholesale,Y,2025-05-21
P00532,BEA-TEC-00532,TechPro Moisturizer,Beauty,TechPro,490.37,287.13,18,Pacific Imports,Y,2020-03-27
P00533,FAS-HOM-00533,HomeEase Men Cotton Shirt,Fashion,HomeEase,,776.8,12,Global Distributors,Y,2024-10-15
P00534,FAS-GRE-00534,GreenLeaf Women Kurti,Fashion,GreenLeaf,1348.52,963.4,28,Metro Wholesale,Y,2022-07-08
P00535,FAS-PRI-00535,PrimeWorks Men Cotton Shirt,Fashion,PrimeWorks,982.51,621.84,5,Global Distributors,Y,2021-12-30
P00536,HOM-GRE-00536,GreenLeaf LED Desk Lamp,Home & Kitchen,GreenLeaf,909.18,639.58,18,Bharat Supply Co,Y,2023-01-15
P00537,FAS-NOV-00537,Nova Sports T-shirt,Fashion,Nova,814.71,609.56,12,Bharat Supply Co,Y,2024-05-18
P00538,GRO-NOV-00538,Nova Basmati Rice 5kg,Grocery,Nova,863.83,665.76,5,Bharat Supply Co,Y,2022-01-14
P00539,GRO-SWI-00539,SwiftRun Almonds 500g,Grocery,SwiftRun,731.66,472.07,18,Metro Wholesale,Y,2024-04-18
P00540,BOO-HOM-00540,HomeEase Cloud Architecture Basics,Books,HomeEase,-1169.87,705.35,28,Pacific Imports,Y,2020-12-23
P00541,BEA-BLU-00541,BluePeak Face Wash,Beauty,BluePeak,320.93,247.2,5,Bharat Supply Co,Y,2021-07-24
P00542,BEA-GRE-00542,GreenLeaf Perfume 100ml,Beauty,GreenLeaf,1230.15,910.8,12,Global Distributors,Y,2024-03-26
P00543,GRO-APE-00543,Apex Green Tea Pack,Grocery,Apex,394.57,277.16,12,Global Distributors,Y,2024-02-05
P00544,ELE-URB-00544,UrbanCart Power Bank 20000mAh,Electronics,UrbanCart,2311.18,1520.86,18,Northstar Traders,N,2023-10-13
P00545,ELE-NOV-00545,Nova Mechanical Keyboard,Electronics,Nova,3192.33,2402.76,12,Pacific Imports,Y,2020-02-14
P00546,GRO-TEC-00546,TechPro Breakfast Cereal,Grocery,TechPro,485.85,323.3,28,Metro Wholesale,Y,2021-01-11
P00547,HOM-FRE-00547,FreshNest LED Desk Lamp,Home & Kitchen,FreshNest,1009.15,568.03,5,Northstar Traders,N,2023-07-06
P00548,GRO-APE-00548,Apex Olive Oil 1L,Grocery,Apex,1170.16,817.62,5,Global Distributors,Y,2024-01-25
P00549,ELE-TEC-00549,TechPro Laptop Stand,Electronics,TechPro,1188.72,682.9,5,Bharat Supply Co,Y,2022-04-06
P00550,FAS-PRI-00550,PrimeWorks Men Cotton Shirt,Fashion,PrimeWorks,-1074.84,730.53,5,Global Distributors,Y,2021-01-16
P00551,FAS-GRE-00551,GreenLeaf Running Shoes,Fashion,GreenLeaf,3149.21,1959.84,18,Metro Wholesale,Y,2023-09-19
P00552,ELE-APE-00552,Apex USB-C Hub,Electronics,Apex,2060.17,1314.15,5,Bharat Supply Co,Y,2021-09-12
P00553,SPO-FRE-00553,FreshNest Yoga Mat,Sports,FreshNest,961.8,707.62,12,Pacific Imports,Y,2025-01-06
P00554,FAS-GRE-00554,GreenLeaf Backpack 30L,Fashion,GreenLeaf,1384.74,988.61,12,Metro Wholesale,Y,2021-09-16
P00555,ELE-URB-00555,UrbanCart Wireless Mouse,Electronics,UrbanCart,924.07,574.03,5,Northstar Traders,Y,2025-02-05
P00556,HOM-TEC-00556,TechPro Air Fryer,Home & Kitchen,TechPro,7563.15,4774.43,28,Bharat Supply Co,N,2022-11-14
P00557,HOM-PRI-00557,PrimeWorks Air Fryer,Home & Kitchen,PrimeWorks,7316.08,4635.46,28,Pacific Imports,Y,2024-12-10
P00558,FAS-NOV-00558,Nova Running Shoes,Fashion,Nova,3367.52,2244.0,5,Pacific Imports,Y,2022-09-29
P00559,HOM-NOV-00559,Nova Bedsheet Cotton,Home & Kitchen,Nova,1448.43,849.34,5,Metro Wholesale,N,2025-03-08
P00560,GRO-HOM-00560,HomeEase Organic Honey,Grocery,HomeEase,603.82,396.66,5,Northstar Traders,N,2022-03-28
P00561,FAS-SWI-00561,SwiftRun Backpack 30L,Fashion,SwiftRun,1495.15,1077.25,28,Global Distributors,Y,2025-04-08
P00562,BOO-PRI-00562,PrimeWorks Data Engineering Handbook,Books,PrimeWorks,1506.43,850.16,28,Northstar Traders,Y,2020-08-09
P00563,BEA-TEC-00563,TechPro Hair Serum,Beauty,TechPro,379.38,224.03,18,Northstar Traders,Y,2023-05-06
P00564,GRO-FRE-00564,FreshNest Breakfast Cereal,Grocery,FreshNest,446.03,271.93,5,Northstar Traders,Y,2023-05-01
P00565,GRO-SWI-00565,SwiftRun Almonds 500g,Grocery,SwiftRun,690.67,504.39,28,Bharat Supply Co,N,2020-02-10
P00566,HOM-PRI-00566,PrimeWorks Air Fryer,Home & Kitchen,PrimeWorks,7675.14,4792.81,18,Global Distributors,Y,2025-02-21
P00567,FAS-GRE-00567,GreenLeaf Men Cotton Shirt,Fashion,GreenLeaf,954.17,683.31,12,Northstar Traders,Y,2020-05-29
P00568,GRO-HOM-00568,HomeEase Organic Honey,Grocery,HomeEase,578.72,398.28,12,Metro Wholesale,Y,2024-02-25
P00569,FAS-NOV-00569,Nova Backpack 30L,Fashion,Nova,1806.43,1263.15,28,Bharat Supply Co,Y,2024-10-10
P00570,ELE-SWI-00570,SwiftRun USB-C Hub,Electronics,SwiftRun,1939.55,1145.66,28,Northstar Traders,Y,2024-11-26
P00571,BEA-NOV-00571,Nova Face Wash,Beauty,Nova,350.54,201.17,28,Global Distributors,N,2021-02-12
P00572,BEA-TEC-00572,TechPro Face Wash,Beauty,TechPro,356.01,213.15,28,Global Distributors,Y,2025-04-07
P00573,BEA-GRE-00573,GreenLeaf Hair Serum,Beauty,GreenLeaf,484.07,338.03,28,Global Distributors,Y,2022-07-06
P00574,SPO-TEC-00574,TechPro Football,Sports,TechPro,1184.21,867.89,12,Global Distributors,N,2020-05-13
P00575,FAS-PRI-00575,PrimeWorks Backpack 30L,Fashion,PrimeWorks,1562.2,920.44,28,Metro Wholesale,N,2022-02-28
P00576,ELE-URB-00576,UrbanCart Power Bank 20000mAh,Electronics,UrbanCart,2450.29,1567.68,28,Bharat Supply Co,Y,2024-11-26
P00577,HOM-NOV-00577,Nova Dinner Set,Home & Kitchen,Nova,2755.34,2012.46,18,Pacific Imports,Y,2023-08-13
P00578,GRO-PRI-00578,PrimeWorks Basmati Rice 5kg,Grocery,PrimeWorks,728.06,503.94,5,Pacific Imports,N,2020-04-13
P00579,GRO-BLU-00579,BluePeak Organic Honey,Grocery,BluePeak,461.39,323.01,12,Pacific Imports,Y,2024-03-28
P00580,FAS-URB-00580,UrbanCart Men Cotton Shirt,Fashion,UrbanCart,1099.87,766.42,5,Global Distributors,N,2021-05-17
P00581,HOM-NOV-00581,Nova Air Fryer,Home & Kitchen,Nova,7332.84,4642.58,28,Global Distributors,N,2020-03-30
P00582,SPO-FRE-00582,FreshNest Yoga Mat,,FreshNest,898.82,571.93,28,Metro Wholesale,Y,2023-05-08
P00583,BOO-APE-00583,Apex Business Strategy Casebook,Books,Apex,716.61,450.64,5,Metro Wholesale,Y,2021-05-13
P00584,ELE-FRE-00584,FreshNest USB-C Hub,Electronics,FreshNest,2272.63,1309.95,18,Metro Wholesale,Y,2020-12-07
P00585,FAS-SWI-00585,SwiftRun Running Shoes,Fashion,SwiftRun,2788.16,1592.47,18,Northstar Traders,N,2024-11-21
P00586,HOM-URB-00586,UrbanCart Water Bottle Steel,Home & Kitchen,UrbanCart,556.56,414.41,28,Global Distributors,Y,2021-11-09
P00587,GRO-SWI-00587,SwiftRun Almonds 500g,Grocery,SwiftRun,661.65,477.6,5,Pacific Imports,N,2024-10-24
P00588,SPO-SWI-00588,SwiftRun Yoga Mat,Sports,SwiftRun,732.6,408.62,28,Bharat Supply Co,Y,2024-06-19
P00589,FAS-URB-00589,UrbanCart Leather Wallet,,UrbanCart,892.79,505.95,18,Metro Wholesale,Y,2021-05-15
P00590,SPO-FRE-00590,FreshNest Football,Sports,FreshNest,1035.11,758.64,5,Northstar Traders,Y,2022-05-19
P00591,FAS-PRI-00591,PrimeWorks Sports T-shirt,Fashion,PrimeWorks,858.73,631.77,28,Northstar Traders,Y,2023-08-04
P00592,GRO-APE-00592,Apex Almonds 500g,Grocery,Apex,808.72,523.15,12,Pacific Imports,Y,2024-04-17
P00593,ELE-SWI-00593,SwiftRun Wireless Mouse,Electronics,SwiftRun,770.03,572.58,5,Bharat Supply Co,Y,2020-10-11
P00594,GRO-TEC-00594,TechPro Organic Honey,Grocery,TechPro,478.97,346.46,18,Northstar Traders,Y,2024-05-30
P00595,GRO-NOV-00595,Nova Organic Honey,Grocery,Nova,592.43,453.61,12,Global Distributors,Y,2021-07-22
P00596,SPO-FRE-00596,FreshNest Badminton Racket,Sports,FreshNest,1376.2,817.42,18,Pacific Imports,Y,2020-08-03
P00597,ELE-TEC-00597,TechPro Wireless Mouse,Electronics,TechPro,703.13,439.98,28,Bharat Supply Co,Y,2021-07-18
P00598,FAS-PRI-00598,PrimeWorks Women Kurti,Fashion,PrimeWorks,1444.94,1115.7,28,Global Distributors,Y,2025-05-11
P00599,FAS-SWI-00599,SwiftRun Sports T-shirt,Fashion,SwiftRun,657.29,401.39,5,Bharat Supply Co,Y,2022-04-23
P00600,GRO-FRE-00600,FreshNest Basmati Rice 5kg,Grocery,FreshNest,683.35,409.81,12,Northstar Traders,Y,2023-10-26
P00601,BOO-BLU-00601,BluePeak Business Strategy Casebook,Books,BluePeak,922.2,573.35,12,Pacific Imports,Y,2021-06-16
P00602,GRO-HOM-00602,HomeEase Breakfast Cereal,Grocery,HomeEase,371.55,238.55,28,Metro Wholesale,Y,2021-02-22
P00603,SPO-FRE-00603,FreshNest Yoga Mat,Sports,FreshNest,684.45,449.0,28,Pacific Imports,N,2023-12-12
P00604,ELE-GRE-00604,GreenLeaf Webcam HD,Electronics,GreenLeaf,2055.68,1318.29,18,Global Distributors,N,2023-01-21
P00605,GRO-GRE-00605,GreenLeaf Organic Honey,Grocery,GreenLeaf,462.86,274.74,18,Pacific Imports,N,2025-10-25
P00606,SPO-NOV-00606,Nova Cricket Bat,Sports,Nova,2343.64,1317.65,18,Metro Wholesale,Y,2025-12-19
