transaction_id,order_id,product_id,transaction_date,quantity,unit_price,discount_amount,tax_amount,total_amount,transaction_type,payment_status
T00001092,O0000254,P00175,2024-04-01 08:22:00,4,2895.57,0.0,1389.87,12972.15,Sale,Refunded
T00001093,O0000930,P00518,2023-04-13 16:21:00,5,3736.33,0.0,2241.8,20923.45,Sale,Settled
T00001094,O0000388,P00265,2024-12-31 23:39:00,3,1026.13,65.38,843.64,3856.65,Sale,Captured
T00001095,O0000072,P00258,2026-02-27 23:56:00,3,1558.8,85.23,826.41,5417.58,Sale,Settled
T00001096,O0001235,P00089,2025-07-16 22:36:00,2,959.68,0.0,95.97,2015.33,Sale,Captured
T00001097,O0000289,P00640,2023-11-15 14:58:00,5,1209.91,69.51,1076.41,7056.45,Sale,Authorized
T00001098,O0000657,P00350,2025-12-24 20:43:00,1,936.94,137.02,223.98,1023.9,Sale,Refunded
T00001099,O0001373,P00066,2024-12-13 03:10:00,1,1721.99,0.0,206.64,1928.63,Sale,Failed
T00001100,O0000172,P00445,2025-05-22 07:00:00,4,450.95,86.88,206.03,1922.95,Sale,Captured
T00001101,O0000084,P00081,2024-11-05 22:25:00,3,725.47,0.0,391.75,2568.16,Refund,Failed
T00001102,O0000299,P00517,2025-01-24 15:55:00,2,720.85,111.56,159.62,1489.76,Sale,Failed
T00001103,O0001408,P00403,2024-03-11 07:24:00,3,849.51,20.25,707.92,3236.2,Sale,Authorized
T00001104,O0000838,P00471,2024-07-28 18:41:00,5,974.06,0.0,584.44,5454.74,Sale,Failed
T00001105,O0000647,P00086,2024-08-05 14:28:00,3,823.97,77.01,670.57,3065.47,Sale,Captured
T00001106,O0000238,P00055,2025-01-23 06:18:00,4,1741.58,24.45,347.09,7288.96,Exchange,Authorized
T00001107,O0001359,P00372,2025-03-15 03:32:00,3,2634.78,56.38,392.4,,Refund,Failed
T00001108,O0000760,P00463,2025-02-08 06:42:00,4,2646.28,133.67,1254.17,11705.62,Refund,Failed
T00001109,O0001274,P00643,2025-06-10 13:29:00,2,1827.15,0.0,657.77,4312.07,Sale,Failed
T00001110,O0001014,P00168,2024-06-14 14:44:00,2,448.93,70.97,41.34,868.23,Refund,Authorized
T00001111,O0000321,P00162,2024-02-05 08:55:00,4,472.13,86.94,216.19,2017.77,Sale,Failed
T00001112,O0001218,P00090,2025-05-15 03:19:00,4,1526.39,60.89,725.36,6770.03,Exchange,Settled
T00001113,O0000146,P00576,2023-01-26 07:40:00,2,2450.29,94.58,1345.68,,Refund,Failed
T00001114,O0000509,P00042,2026-01-17 21:24:00,5,2991.45,0.0,1794.87,16752.12,Sale,Refunded
T00001115,O0000854,P00586,2025-01-04 16:24:00,1,556.56,69.43,136.4,623.53,Sale,Authorized
T00001116,O0000201,P00399,2024-02-17 00:25:00,1,1314.22,85.67,61.43,1289.98,Exchange,Failed
T00001117,O0000027,P00298,2024-10-06 20:30:00,5,948.1,53.1,234.37,4921.77,Exchange,Failed
T00001118,O0000519,P00055,2023-05-17 06:34:00,2,1741.58,37.19,964.87,4410.84,Sale,Settled
T00001119,O0000539,P00276,2024-12-01 23:28:00,3,965.7,70.27,141.34,2968.17,Sale,Refunded
T00001120,O0000811,P00077,2024-08-27 11:46:00,3,950.68,117.96,328.09,3062.17,Sale,Settled
T00001121,O0000172,P00422,2023-07-02 14:15:00,2,563.18,54.27,128.65,1200.74,Exchange,Settled
T00001122,O0000808,P00585,2023-08-23 10:43:00,3,2788.16,92.16,413.62,8685.94,Sale,Failed
T00001123,O0001489,P00330,2024-05-05 11:28:00,4,2473.61,73.86,1178.47,10999.05,Sale,Failed
T00001124,O0000142,P00225,2023-09-30 21:42:00,5,1231.01,25.11,1716.38,7846.32,Sale,Failed
T00001125,O0000478,P00123,2025-09-05 00:00:00,1,554.02,81.34,23.63,496.31,Exchange,Refunded
T00001126,O0000467,P00331,2023-05-26 13:44:00,5,812.24,0.0,1137.14,5198.34,Refund,Captured
T00001127,O0001391,P00084,2023-12-02 06:04:00,1,3481.12,43.41,412.53,3850.24,Refund,Captured
T00001128,O0000469,P00041,2024-12-02 00:13:00,5,2903.0,73.93,1732.93,16174.0,Refund,Captured
T00001129,O0001496,P00540,2023-07-24 20:04:00,1,1169.87,0.0,210.58,1380.45,Sale,Refunded
T00001130,O0000640,P00253,2024-02-02 23:43:00,4,964.69,0.0,463.05,4321.81,Refund,Failed
T00001131,O0000264,P00631,2025-08-24 00:15:00,2,351.26,0.0,84.3,786.82,Sale,Failed
T00001132,O0001040,P00350,2023-03-04 09:17:00,1,936.94,66.71,243.66,1113.89,Sale,Captured
T00001133,O0001049,P00553,2024-04-23 17:02:00,4,961.8,0.0,692.5,4539.7,Exchange,Settled
T00001134,O0000476,P00007,2026-01-02 00:49:00,1,3150.76,92.56,152.91,3211.11,Sale,Refunded
T00001135,O0001209,P00566,2023-01-19 00:55:00,3,7675.14,31.57,6438.28,29432.13,Exchange,Refunded
T00001136,O0000688,P00299,2024-02-08 21:48:00,5,5385.02,69.51,4834.01,31689.6,Sale,Settled
T00001137,O0000474,P00258,2025-10-11 16:02:00,4,1558.8,43.47,1733.68,7925.41,Refund,Refunded
T00001138,O0001439,P00318,2025-11-20 05:16:00,3,,0.0,363.89,2385.5,Refund,Settled
T00001139,O0001333,P00519,2025-12-03 15:24:00,5,1569.15,121.22,1390.42,9114.95,Sale,Failed
T00001140,O0000170,P00394,2026-02-03 21:28:00,3,8520.28,0.0,7157.04,32717.88,Sale,Authorized
T00001141,O0000266,P00422,2024-01-05 10:58:00,2,563.18,17.95,55.42,1163.83,Exchange,Failed
T00001142,O0000985,P00565,2023-02-27 07:58:00,4,690.67,35.04,763.74,3491.38,Sale,Settled
T00001143,O0000734,P00282,2024-06-27 22:45:00,4,969.69,67.88,685.96,4496.84,Exchange,Failed
T00001144,O0000985,P00430,2025-11-12 04:58:00,2,1504.8,133.19,143.82,3020.23,Refund,Authorized
T00001145,O0001414,P00622,2023-11-08 15:50:00,5,399.15,30.2,235.87,2201.42,Refund,Settled
T00001146,O0001471,P00101,2023-05-13 16:23:00,1,4112.23,0.0,1151.42,5263.65,Refund,Failed
T00001147,O0000415,P00120,2023-10-19 20:47:00,3,1114.75,0.0,936.39,4280.64,Sale,Authorized
T00001148,O0001160,P00169,2023-03-17 04:27:00,5,3192.33,58.54,2862.56,18765.67,Sale,Settled
T00001149,O0001111,P00581,2023-05-05 16:50:00,4,7332.84,53.42,5270.03,34547.97,Sale,Settled
T00001150,O0000515,P00632,2025-06-06 14:20:00,2,775.91,35.65,272.91,1789.08,Exchange,Authorized
T00001151,O0001322,P00218,2024-02-14 23:56:00,5,400.81,60.5,97.18,2040.73,Refund,Settled
T00001152,O0001231,P00307,2023-02-18 16:18:00,3,464.47,73.09,158.44,1478.76,Exchange,Authorized
T00001153,O0000647,P00488,2026-02-28 13:05:00,5,718.55,0.0,431.13,4023.88,Sale,Refunded
T00001154,O0001178,P00049,2023-11-08 02:40:00,4,6552.71,0.0,4717.95,30928.79,Refund,Captured
T00001155,O0000850,P00157,2025-05-18 13:59:00,5,346.09,111.84,80.93,1699.54,Refund,Failed
T00001156,O0000099,P00451,2025-01-17 15:49:00,1,1456.88,0.0,262.24,1719.12,Exchange,Captured
T00001157,O0000928,P00569,2025-08-31 20:49:00,3,1806.43,14.83,270.22,5674.68,Exchange,Settled
T00001158,O0000827,P00633,2025-10-23 17:31:00,1,992.11,91.46,45.03,945.68,Sale,Settled
T00001159,O0001083,P00646,2023-04-27 16:41:00,4,1613.91,35.27,1155.67,7576.04,Sale,Failed
T00001160,O0000218,P00010,2026-03-15 09:02:00,1,388.06,0.0,19.4,407.46,Sale,Refunded
T00001161,O0000910,P00005,2025-05-16 06:37:00,5,892.69,0.0,803.42,5266.87,Sale,Captured
T00001162,O0001037,P00199,2023-08-15 23:55:00,4,625.96,15.95,298.55,2786.44,Sale,Failed
T00001163,O0000834,P00161,2025-03-05 04:03:00,5,367.66,27.2,217.33,2028.43,Sale,Authorized
T00001164,O0001023,P00448,2023-09-26 16:07:00,2,525.43,81.91,271.31,1240.26,Refund,Refunded
T00001165,O0001209,P00071,2024-05-26 15:58:00,2,490.29,34.33,264.95,1211.2,Exchange,Refunded
T00001166,O0001404,P00635,2024-03-12 18:07:00,1,722.72,25.84,83.63,780.51,Exchange,Refunded
T00001167,O0001268,P00188,2023-04-12 11:59:00,4,592.29,0.0,663.36,3032.52,Sale,Settled
T00001168,O0000375,P00303,2025-09-03 01:50:00,1,713.89,37.16,33.84,710.57,Exchange,Authorized
T00001169,O0001414,P00482,2025-10-12 11:47:00,1,,47.96,237.62,1086.28,Sale,Settled
T00001170,O0001021,P00622,2024-03-15 14:13:00,3,399.15,86.97,310.93,1421.41,Exchange,Settled
T00001171,O0000640,P00281,2023-11-22 12:58:00,5,256.4,108.79,140.79,1314.0,Sale,Failed
T00001172,O0000096,P00062,2024-04-27 09:47:00,5,2811.2,0.0,2530.08,16586.08,Sale,Refunded
T00001173,O0001040,P00624,2023-06-06 06:55:00,4,1264.8,29.09,251.51,5281.62,Refund,Refunded
T00001174,O0000456,P00503,2024-11-08 23:58:00,4,2810.02,0.0,562.0,11802.08,Exchange,Authorized
T00001175,O0000993,P00624,2023-07-31 10:37:00,3,1264.8,0.0,682.99,4477.39,Sale,Settled
T00001176,O0000331,P00473,2023-03-23 01:49:00,1,970.14,0.0,174.63,1144.77,Exchange,Settled
T00001177,O0000197,P00473,2025-08-27 18:28:00,4,970.14,0.0,698.5,4579.06,Sale,Settled
T00001178,O0000132,P00432,2025-11-30 17:15:00,3,2265.79,0.0,815.68,7613.05,Sale,Authorized
T00001179,O0000216,P00566,2024-12-23 15:59:00,5,7675.14,63.73,10727.35,49039.32,Refund,Captured
T00001180,O0000107,P00450,2023-07-12 12:20:00,3,456.44,0.0,383.41,1752.73,Sale,Authorized
T00001181,O0000419,P00165,2025-05-10 20:27:00,2,1160.48,0.0,116.05,2437.01,Refund,Authorized
T00001182,O0000169,P00030,2025-04-05 06:46:00,2,3177.88,87.53,752.19,7020.42,Sale,Refunded
T00001183,O0001146,P00056,2023-12-14 23:27:00,2,1034.64,0.0,248.31,2317.59,Refund,Failed
T00001184,O0001323,P00189,2025-12-23 03:08:00,3,707.89,0.0,594.63,2718.3,Sale,Captured
T00001185,O0001301,P00091,2023-02-03 15:13:00,5,1325.23,0.0,795.14,7421.29,Sale,Authorized
T00001186,O0000279,P00271,2024-12-18 04:52:00,2,937.06,118.22,491.65,2247.55,Sale,Settled
T00001187,O0001486,P00357,2023-08-28 10:32:00,1,384.92,29.0,99.66,455.58,Sale,Authorized
T00001188,O0000662,P00024,2023-05-03 02:07:00,3,897.81,66.16,472.91,3100.18,Sale,Authorized
T00001189,O0000958,P00043,2025-06-17 19:37:00,2,635.71,49.25,61.11,1283.28,Sale,Refunded
T00001190,O0000227,P00311,2025-10-10 10:48:00,1,775.66,77.86,34.89,732.69,Sale,Settled
T00001191,O0001221,P00067,2024-09-08 15:39:00,2,1531.06,0.0,367.45,3429.57,Sale,Captured
T00001192,O0000631,P00488,2025-09-18 17:12:00,3,718.55,125.87,101.49,2131.27,Refund,Settled
T00001193,O0001293,P00378,2026-01-21 11:22:00,5,1141.71,52.63,282.8,5938.72,Refund,Failed
T00001194,O0000888,P00135,2023-07-31 01:18:00,4,625.43,131.17,663.75,3034.3,Refund,Captured
T00001195,O9999999,P00576,2025-08-14 17:01:00,4,2450.29,100.06,1746.2,11447.3,Exchange,Failed
T00001196,O0000879,P00620,2025-08-13 10:20:00,1,1221.81,40.88,212.57,1393.5,Sale,Settled
T00001197,O0001210,P00269,2023-12-24 13:49:00,3,373.57,33.41,304.44,1391.74,Exchange,Authorized
T00001198,O0000478,P00194,2023-06-12 10:58:00,3,1286.18,111.57,674.45,4421.42,Exchange,Captured
T00001199,O0001389,P00465,2023-08-29 12:01:00,1,5699.3,55.87,1580.16,7223.59,Refund,Refunded
T00001200,O0001108,P00483,2026-03-16 07:03:00,5,696.85,90.63,407.23,3800.85,Refund,Captured
T00001201,O0000100,P00054,2024-11-09 00:37:00,5,806.86,91.46,473.14,4415.98,Refund,Authorized
T00001202,O0000004,P00427,2025-01-27 23:10:00,5,1459.88,139.81,1288.73,8448.32,Refund,Captured
T00001203,O0000053,P00453,2024-07-03 03:26:00,1,500.8,0.0,60.1,560.9,Refund,Captured
T00001204,O0001297,P00451,2024-02-03 01:07:00,2,1456.88,51.49,343.47,3205.74,Exchange,Failed
T00001205,O0001082,P00382,2024-08-24 22:17:00,3,1510.94,0.0,1269.19,5802.01,Refund,Settled
T00001206,O0000203,P00332,2025-11-11 04:27:00,1,426.36,0.0,51.16,477.52,Sale,Captured
T00001207,O0000221,P00327,2025-05-21 21:30:00,2,731.08,67.35,390.55,1785.36,Refund,Authorized
T00001208,O0001229,P00460,2024-05-16 13:21:00,2,3228.86,52.71,1793.4,8198.41,Exchange,Settled
T00001209,O0001350,P00216,2025-10-07 16:12:00,1,625.34,0.0,31.27,656.61,Sale,Refunded
T00001210,O0001419,P00420,2025-11-04 16:05:00,4,2909.81,37.12,2088.38,13690.5,Sale,Failed
T00001211,O0000863,P00070,2025-07-12 11:34:00,4,1603.04,0.0,320.61,6732.77,Refund,Refunded
T00001212,O0000859,P00273,2024-09-20 06:17:00,1,2698.11,0.0,485.66,3183.77,Sale,Refunded
T00001213,O0001047,P00468,2024-05-20 10:31:00,4,2184.65,0.0,2446.81,11185.41,Exchange,Authorized
T00001214,O0000414,P00166,2024-11-04 09:14:00,1,5253.6,52.79,1456.23,6657.04,Refund,Refunded
T00001215,O0000941,P00140,2024-09-27 17:31:00,2,888.73,22.69,210.57,1965.34,Sale,Authorized
T00001216,O0000877,P00135,2025-10-05 03:34:00,3,625.43,0.0,337.73,2214.02,Sale,Failed
T00001217,O0001086,P00267,2025-05-04 11:34:00,4,1059.24,138.44,737.73,4836.25,Exchange,Authorized
T00001218,O0000907,P00274,2025-04-29 15:04:00,5,2291.79,0.0,2062.61,13521.56,Exchange,Refunded
T00001219,O0001311,P00309,2023-09-06 21:15:00,1,3773.28,33.23,448.81,4188.86,Exchange,Authorized
T00001220,O0001077,P00248,2026-03-27 14:27:00,5,1113.01,0.0,667.81,6232.86,Refund,Authorized
T00001221,O0000442,P00375,2025-04-25 16:48:00,1,663.73,54.56,170.57,779.74,Exchange,Captured
T00001222,O0000975,P00493,2024-11-10 14:07:00,3,1150.39,0.0,621.21,4072.38,Sale,Settled
T00001223,O0001107,P00260,2024-06-17 02:58:00,4,825.53,29.67,163.62,3436.07,Refund,Authorized
T00001224,O0001200,P00605,2026-04-08 12:13:00,3,462.86,0.0,166.63,1555.21,Sale,Settled
T00001225,O0000761,P00330,2023-04-12 01:28:00,3,2473.61,36.25,886.15,8270.73,Sale,Refunded
T00001226,O0000372,P00277,2025-03-13 22:30:00,2,673.38,82.53,353.98,1618.21,Exchange,Refunded
T00001227,O0001129,P00492,2023-08-28 18:48:00,3,1244.51,0.0,672.04,4405.57,Sale,Failed
T00001228,O0000237,P00069,2025-04-01 14:02:00,5,3507.98,73.23,3144.0,20610.67,Exchange,Captured
T00001229,O0000489,P00524,2023-01-10 21:28:00,1,2658.53,67.22,725.57,3316.88,Sale,Captured
T00001230,O0000629,P00048,2023-02-11 03:30:00,3,3206.16,0.0,1731.33,11349.81,Sale,Authorized
T00001231,O0000600,P00607,2023-11-06 15:31:00,2,1106.86,30.76,109.15,2292.11,Sale,Captured
T00001232,O0001224,P00139,2023-11-12 07:32:00,5,266.95,33.42,65.07,1366.4,Exchange,Failed
T00001233,O0000093,P00057,2026-01-03 23:40:00,4,1219.37,64.34,577.58,5390.72,Refund,Failed
T00001234,O0000437,P00328,2023-10-26 09:52:00,4,1190.02,0.0,856.81,5616.89,Refund,Settled
T00001235,O0000507,P00251,2023-04-01 21:43:00,2,1353.72,0.0,758.08,3465.52,Sale,Failed
T00001236,O0000725,P00541,2025-07-23 07:01:00,2,320.93,0.0,32.09,673.95,Sale,Refunded
T00001237,O0001177,P00147,2023-08-13 05:38:00,3,856.3,115.95,441.53,2894.48,Refund,Settled
T00001238,O0001041,P00234,2024-06-20 19:35:00,2,969.08,36.02,532.6,2434.74,Sale,Refunded
T00001239,O0001093,P00377,2024-08-04 08:46:00,1,2027.92,0.0,365.03,2392.95,Refund,Captured
T00001240,O0000386,P00168,2024-02-20 15:43:00,2,448.93,75.37,98.7,921.19,Sale,Failed
T00001241,O0001217,P00201,2023-10-25 13:16:00,1,3097.65,20.75,153.84,3230.74,Refund,Failed
T00001242,O0000072,P00363,2023-06-27 20:34:00,4,600.7,97.88,414.89,2719.81,Sale,Settled
T00001243,O0001339,P00381,2023-08-20 01:45:00,3,2393.2,0.0,1292.33,8471.93,Sale,Failed
T00001244,O0000049,P00132,2023-09-16 20:27:00,2,1612.31,18.21,384.77,3591.18,Exchange,Failed
T00001245,O0001140,P00424,2024-08-04 17:34:00,4,2715.27,98.06,3013.65,13776.67,Exchange,Refunded
T00001246,O0000880,P00575,2026-03-21 02:05:00,1,1562.2,53.47,271.57,1780.3,Sale,Refunded
T00001247,O0000390,P00328,2025-01-25 06:08:00,1,1190.02,0.0,333.21,1523.23,Exchange,Failed
T00001248,O0000258,P00057,2025-03-22 10:49:00,1,1219.37,107.87,55.58,1167.08,Refund,Refunded
T00001249,O0001143,P00387,2024-11-25 02:47:00,4,460.84,94.84,87.43,1835.95,Sale,Failed
T00001250,O0000302,P00197,2026-02-23 04:27:00,5,,0.0,1958.84,,Sale,Failed
T00001251,O0000853,P00042,2024-01-24 18:05:00,1,2991.45,63.61,527.01,3454.85,Sale,Authorized
T00001252,O0000748,P00218,2023-07-26 05:39:00,5,400.81,86.98,230.05,2147.12,Sale,Captured
T00001253,O0000297,P00244,2025-10-04 04:47:00,4,1621.78,0.0,324.36,6811.48,Sale,Refunded
T00001254,O0001311,P00097,2025-04-29 01:54:00,1,1947.59,0.0,97.38,2044.97,Exchange,Failed
T00001255,O0001381,P00159,2025-04-10 13:42:00,1,1994.44,101.67,529.98,2422.75,Exchange,Settled
T00001256,O0001490,P00648,2023-12-03 15:05:00,3,897.1,0.0,322.96,3014.26,Sale,Settled
T00001257,O0000313,P00201,2023-03-22 18:42:00,2,3097.65,95.83,1097.9,7197.37,Sale,Refunded
T00001258,O0001364,P00294,2023-05-31 12:05:00,5,823.01,0.0,205.75,4320.8,Refund,Captured
T00001259,O0000410,P00477,2026-01-21 08:33:00,2,727.95,61.21,251.04,1645.73,Sale,Authorized
T00001260,O0001259,P00571,2026-02-11 16:08:00,5,350.54,0.0,490.76,2243.46,Sale,Settled
T00001261,O0000561,P00146,2023-10-23 13:19:00,2,631.65,0.0,151.6,1414.9,Sale,Captured
T00001262,O0000800,P00346,2023-08-10 20:40:00,4,556.75,0.0,623.56,2850.56,Sale,Settled
T00001263,O0000638,P00241,2026-03-07 00:15:00,5,1292.19,71.6,766.72,7156.07,Refund,Failed
T00001264,O0000308,P00402,2023-07-30 14:52:00,5,757.34,79.45,185.36,3892.61,Refund,Authorized
T00001265,O0001402,P00385,2025-05-21 09:50:00,5,3602.73,81.43,5021.02,22953.24,Exchange,Authorized
T00001266,O0000969,P00466,2024-11-11 22:18:00,3,1521.86,77.78,538.54,5026.34,Sale,Failed
T00001267,O0000084,P00049,2025-01-11 05:46:00,1,6552.71,66.48,778.35,7264.58,Sale,Settled
T00001268,O0000590,P00430,2023-05-07 10:51:00,3,1504.8,0.0,1264.03,5778.43,Refund,Failed
T00001269,O0000090,P00049,2024-01-26 06:03:00,2,6552.71,0.0,2358.98,15464.4,Sale,Authorized
T00001270,O0000183,P99999,2026-03-13 19:21:00,2,358.44,52.16,33.24,697.96,Sale,Failed
T00001271,O0000787,P00205,2025-06-03 12:28:00,1,994.41,0.0,49.72,1044.13,Refund,Captured
T00001272,O0000068,P00432,2024-10-15 08:58:00,3,2265.79,0.0,1903.26,8700.63,Sale,Authorized
T00001273,O0000296,P00242,2023-05-02 00:00:00,5,1047.96,125.09,1432.12,6546.83,Sale,Failed
T00001274,O0000698,P00641,2024-01-17 06:56:00,4,2777.24,53.02,552.8,11608.74,Sale,Captured
T00001275,O0000317,P00006,2025-10-17 01:28:00,2,1321.73,13.9,131.48,2761.04,Exchange,Authorized
T00001276,O0001248,P00453,2025-02-26 20:27:00,4,500.8,82.97,345.64,2265.87,Sale,Authorized
T00001277,O0000386,P00281,2023-06-24 11:39:00,3,256.4,28.38,207.43,948.25,Exchange,Captured
T00001278,O0000665,P00345,2024-06-18 23:22:00,3,2652.43,0.0,397.86,8355.15,Exchange,Authorized
T00001279,O0000852,P00239,2023-06-10 13:36:00,3,1013.12,44.11,838.67,3833.92,Sale,Captured
T00001280,O0000354,P00547,2024-06-11 08:17:00,1,1009.15,0.0,282.56,1291.71,Sale,Refunded
T00001281,O0000197,P00337,2023-08-12 11:26:00,2,938.34,26.29,333.07,2183.46,Refund,Refunded
T00001282,O0001340,P00626,2023-10-13 11:28:00,1,342.71,92.53,12.51,262.69,Exchange,Refunded
T00001283,O0000544,P00564,2023-04-16 13:31:00,5,446.03,14.17,620.47,2836.45,Sale,Authorized
T00001284,O9999999,P00462,2024-09-13 20:28:00,5,942.97,125.47,1285.03,5874.41,Sale,Authorized
T00001285,O0000291,P00318,2023-05-12 04:54:00,4,673.87,0.0,485.19,3180.67,Sale,Refunded
T00001286,O0000783,P00112,2025-10-19 09:24:00,3,1478.55,0.0,798.42,5234.07,Sale,Failed
T00001287,O0000562,P00553,2024-11-20 21:35:00,1,961.8,0.0,115.42,1077.22,Sale,Failed
T00001288,O0000192,P00458,2023-03-25 11:33:00,1,330.24,0.0,39.63,369.87,Exchange,Captured
T00001289,O0001478,P00173,2024-03-29 22:19:00,4,2215.3,119.63,437.08,9178.65,Sale,Refunded
T00001290,O0000263,P00112,2023-10-02 05:59:00,5,1478.55,72.75,878.4,8198.4,Sale,Captured
T00001291,O0000637,P00495,2024-06-11 19:46:00,5,394.24,92.18,93.95,1972.97,Exchange,Captured
T00001292,O0000357,P00018,2024-09-26 07:48:00,4,2347.83,0.0,1690.44,11081.76,Sale,Captured
T00001293,O0001155,P00215,2024-02-18 02:00:00,5,540.91,71.04,474.03,3107.54,Exchange,Failed
T00001294,O0000905,P00223,2025-12-27 17:56:00,1,584.47,33.34,27.56,578.69,Exchange,Refunded
T00001295,O0000303,P00279,2023-06-29 13:34:00,1,519.86,16.82,25.15,528.19,Sale,Refunded
T00001296,O0000752,P00641,2025-06-01 13:58:00,1,2777.24,0.0,138.86,2916.1,Refund,Settled
T00001297,O0000048,P00052,2025-07-20 04:51:00,2,503.56,14.57,49.63,1042.18,Exchange,Settled
T00001298,O0000192,P00643,2024-07-25 22:57:00,4,1827.15,0.0,365.43,7674.03,Exchange,Captured
T00001299,O0000052,P00303,2025-04-25 17:39:00,3,713.89,0.0,385.5,2527.17,Refund,Authorized
T00001300,O0000075,P00051,2025-08-31 07:28:00,1,826.59,107.35,35.96,755.2,Sale,Failed
T00001301,O0000679,P00495,2026-01-24 13:51:00,2,394.24,0.0,94.62,883.1,Sale,Failed
T00001302,O0000706,P00604,2023-09-05 05:49:00,1,2055.68,0.0,246.68,2302.36,Sale,Authorized
T00001303,O0000222,P00179,2025-12-06 13:06:00,5,,34.09,3138.1,20572.01,Sale,Refunded
T00001304,O0001409,P00088,2024-11-30 21:37:00,1,350.14,0.0,63.03,413.17,Refund,Captured
T00001305,O0000512,P00334,2025-02-25 05:52:00,3,3441.41,71.42,2870.79,13123.6,Sale,Captured
T00001306,O0000403,P00477,2024-11-09 02:44:00,3,,131.37,102.62,2155.1,Refund,Failed
T00001307,O0000439,P00438,2025-03-23 08:57:00,5,937.29,0.0,843.56,5530.01,Sale,Captured
T00001308,O0000279,P00421,2024-01-10 15:20:00,4,1537.18,60.24,1095.93,7184.41,Sale,Captured
T00001309,O0001270,P99999,2026-03-08 08:17:00,4,4112.23,110.9,4574.65,20912.67,Sale,Refunded
T00001310,O0000855,P00539,2025-01-08 08:21:00,3,731.66,67.17,255.34,2383.15,Sale,Settled
T00001311,O0000386,P00034,2026-04-03 09:12:00,5,1062.85,42.98,632.55,5903.82,Sale,Authorized
T00001312,O0001376,P00253,2023-05-07 18:19:00,5,964.69,0.0,241.17,5064.62,Sale,Refunded
T00001313,O0000359,P00522,2023-08-18 00:37:00,2,1779.6,43.5,175.78,3691.48,Refund,Authorized
T00001314,O0000607,P00638,2024-09-03 23:29:00,1,5461.97,26.94,652.2,6087.23,Sale,Refunded
T00001315,O0000798,P00452,2023-10-28 03:59:00,5,2497.94,0.0,3497.12,15986.82,Sale,Authorized
T00001316,O0000280,P00496,2025-11-16 20:16:00,5,906.16,97.78,1241.25,5674.27,Refund,Captured
T00001317,O0000793,P00196,2023-06-28 02:55:00,3,3304.26,71.92,492.04,10332.9,Sale,Refunded
T00001318,O0000836,P00298,2025-02-04 12:04:00,3,948.1,0.0,142.22,2986.52,Sale,Captured
T00001319,O0000598,P00441,2024-09-01 01:30:00,1,1987.94,0.0,556.62,2544.56,Sale,Authorized
T00001320,O0001239,P00495,2026-01-12 08:35:00,1,394.24,35.71,17.93,376.46,Refund,Failed
T00001321,O0000333,P00506,2025-05-21 02:54:00,3,2232.8,28.36,800.4,7470.44,Sale,Failed
T00001322,O0000350,P00199,2026-02-27 19:59:00,4,625.96,74.07,680.34,3110.11,Sale,Authorized
T00001323,O0000794,P00093,2025-06-02 19:28:00,5,833.2,34.94,1156.7,5287.76,Refund,Authorized
T00001324,O0001118,P00178,2023-04-22 14:13:00,4,354.38,0.0,70.88,1488.4,Sale,Failed
T00001325,O0000288,P00088,2025-04-05 04:29:00,3,350.14,65.02,49.27,1034.67,Sale,Refunded
T00001326,O0000531,P00148,2025-10-21 08:00:00,4,3263.19,30.87,3646.13,16668.02,Sale,Captured
T00001327,O0000774,P00525,2024-06-29 19:43:00,4,869.63,12.82,623.83,4089.53,Sale,Settled
T00001328,O0001245,P00129,2025-01-02 19:32:00,4,1764.17,0.0,846.8,7903.48,Exchange,Authorized
T00001329,O0001363,P00593,2023-11-22 03:20:00,2,770.03,35.15,270.88,1775.79,Refund,Authorized
T00001330,O0000136,P00139,2024-12-20 06:38:00,5,266.95,24.68,366.82,1676.89,Refund,Failed
T00001331,O0000468,P00161,2025-06-11 21:26:00,4,367.66,80.71,166.79,1556.72,Sale,Captured
T00001332,O0000281,P00498,2023-05-29 22:47:00,5,2853.81,0.0,3995.33,18264.38,Refund,Failed
T00001333,O0001462,P00315,2023-08-30 07:05:00,5,792.17,61.15,701.95,4601.65,Sale,Captured
T00001334,O0000294,P00631,2025-04-21 00:38:00,3,351.26,0.0,189.68,1243.46,Exchange,Authorized
T00001335,O0000879,P00642,2024-02-22 20:25:00,3,263.5,124.5,33.3,699.3,Sale,Captured
T00001336,O0001294,P00301,2023-11-21 15:35:00,2,747.57,0.0,74.76,1569.9,Sale,Settled
T00001337,O0001410,P00530,2024-12-31 16:30:00,2,2887.29,83.59,1024.38,6715.37,Sale,Failed
T00001338,O0000673,P00386,2023-08-06 11:33:00,3,3100.73,0.0,1674.39,10976.58,Sale,Authorized
T00001339,O0000560,P00102,2023-02-04 14:21:00,3,603.1,110.25,305.83,2004.88,Refund,Captured
T00001340,O0000197,P00312,2024-07-18 22:57:00,5,519.0,44.71,306.03,2856.32,Sale,Settled
T00001341,O0000153,P00437,2025-05-24 21:21:00,1,487.39,0.0,58.49,545.88,Exchange,Captured
T00001342,O0000470,P00285,2024-09-10 16:43:00,1,3076.57,104.32,148.61,3120.86,Refund,Settled
T00001343,O0001144,P00392,2023-06-07 18:14:00,1,569.64,32.6,26.85,563.89,Sale,Failed
T00001344,O0000356,P00521,2024-09-23 15:51:00,4,3714.61,0.0,2674.52,17532.96,Sale,Captured
